,ID,GEO_ID,NAME,DP05_0063E,DP05_0063M,DP05_0064E,DP05_0064M,DP05_0065E,DP05_0065M,DP05_0067E,DP05_0067M,DP05_0071E,DP05_0071M,OID_,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,CANCER,RESP,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_CANCER,D5_CANCER,D2_RESP,D5_RESP,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_CANCER,P_RESP,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_CANCER,P_D5_CANCER,P_D2_RESP,P_D5_RESP,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
145,48201241103,1400000US48201241103,"Census Tract 2411.03, Harris County, Texas",3758,637,3020,592,551,324,7,13,1628,523,73408,Texas,TX,Harris,6,3758.0,3758.0,2676.0,1500.0,1657.0,2145.0,0.433076104310804,0.1330485020705,2202.0,0.585949973390101,1053.0,0.280202235231506,83.0,0.038694638694639,31.0,0.020666666666667,243.0,0.090807174887892,323.0,0.085949973390101,355.0,0.094465141032464,0.234871794871796,10.1670920547945,67.95626,0.258669084,40.0,0.4,21029.7365652468,96.3271308076028,0.0,0.0,0.043138736563071,0.487905073568556,0.166023079207724,1.674660321162477,0.35229451946915,39.843001596593965,12.240462190486,38.11069717935075,11.708268182204002,25.98456624,7.98291012,40.27607767,12.37351069,29.88225118,9.180346638,41.575306013837185,12.772656198768,22.953033528472613,7.0515706097365,0.0,0.0,16.889968068121355,5.1888915807495,32.913783927621104,10.111686157358,12.99228312932412,3.991455062115,22.953033528472613,7.0515706097365,37.67762107503995,11.5752196801335,68.0,51.0,72.0,49.0,40.0,57.0,51.0,85.0,17.0,84.0,92.0,88.0,60.0,93.0,69.0,96.0,53.0,0.0,39.0,76.0,30.0,53.0,87.0,86.0,81.0,84.0,81.0,71.0,66.0,94.0,90.0,83.0,79.0,88.0,83.0,66.0,58.0,0.0,0.0,60.0,48.0,79.0,72.0,49.0,38.0,68.0,58.0,85.0,79.0,2782048.0,35540.0,0.0,0.0,6.0,4.0,0.082301149866302,0.000263554957501
146,48201241104,1400000US48201241104,"Census Tract 2411.04, Harris County, Texas",8835,2135,5555,2082,2289,527,51,82,3156,869,73409,Texas,TX,Harris,6,8835.0,8835.0,5537.0,2805.0,2902.0,5003.0,0.465817770232032,0.141752443790195,5490.0,0.621392190152801,2741.0,0.310243350311262,245.0,0.048970617629422,111.0,0.039572192513369,484.0,0.087411955932816,1132.0,0.128126768534238,488.0,0.055234861346916,0.222564102564104,10.1382134246575,67.68117,0.241206176,40.0,0.4,21038.138609949423,54.673116630801594,0.0,0.0,0.040062378406822,0.427121259911663,0.133415694050678,0.542041153298902,0.033233577800194,42.85523486134694,13.04122482869794,40.526146010186785,12.332462609746964,26.08579512,7.938136864,43.32105261,13.18297729,32.14142613,9.780918636,44.71850594227507,13.60823460385872,17.701075268817217,5.38659286402741,0.0,0.0,17.235257498585185,5.244840420237215,34.00469722693834,10.347928396684235,11.6454442558008,3.543811094754875,15.837804187889088,4.81958308886663,34.47051499717037,10.48968084047443,71.0,56.0,74.0,55.0,51.0,69.0,50.0,97.0,6.0,76.0,92.0,87.0,56.0,93.0,69.0,96.0,38.0,0.0,37.0,73.0,25.0,34.0,74.0,87.0,83.0,86.0,83.0,72.0,65.0,95.0,91.0,85.0,81.0,90.0,85.0,57.0,48.0,0.0,0.0,61.0,49.0,80.0,73.0,46.0,35.0,56.0,45.0,83.0,76.0,4721163.0,0.0,0.0,0.0,7.0,5.0,0.108919493998209,0.000441648618
147,48201241105,1400000US48201241105,"Census Tract 2411.05, Harris County, Texas",6070,1665,3874,1542,1683,647,31,47,1983,854,73410,Texas,TX,Harris,6,6070.0,6036.0,3538.0,1737.0,1829.0,2805.0,0.519151483193098,0.181540178644207,3714.0,0.611861614497528,2574.0,0.426441351888668,131.0,0.046702317290552,28.0,0.016119746689695,693.0,0.195873374788015,489.0,0.080560131795717,714.0,0.117627677100494,0.222564102564104,10.1382134246575,67.68117,0.241206176,40.0,0.4,21717.576198676496,26.06508920815084,42.0,0.022963367960634,0.041305187351963,1.042383091919177,0.161234022229171,0.183044510144193,0.018825552252857,47.76193645376502,16.701696435267042,45.16617903779952,15.793995542046009,29.07248305,10.16625002,48.28108792,16.88323665,35.82145233,12.52627235,49.838542386537405,17.42785714984387,12.459635596634351,4.356964287460968,7.78727224789647,2.723102679663105,19.727756361337725,6.898526788479866,46.20448200418572,16.157075899334423,15.57454449579294,5.44620535932621,11.940484113441254,4.175424108816761,36.34060382351686,12.707812505094488,76.0,74.0,73.0,75.0,49.0,52.0,82.0,81.0,28.0,76.0,92.0,87.0,56.0,93.0,69.0,96.0,24.0,15.0,38.0,89.0,30.0,23.0,70.0,90.0,90.0,89.0,90.0,75.0,74.0,97.0,96.0,87.0,87.0,92.0,91.0,47.0,41.0,33.0,25.0,65.0,61.0,89.0,88.0,55.0,49.0,48.0,40.0,84.0,83.0,1872406.0,0.0,0.0,0.0,7.0,7.0,0.05941463204531,0.0001751371635
148,48201241201,1400000US48201241201,"Census Tract 2412.01, Harris County, Texas",2364,591,1584,604,288,377,161,265,1181,599,73411,Texas,TX,Harris,6,2364.0,2364.0,1682.0,899.0,1160.0,1085.0,0.461082910321489,0.15135303076032,1645.0,0.69585448392555,535.0,0.226311336717428,74.0,0.068202764976958,91.0,0.101223581757508,295.0,0.17538644470868,59.0,0.024957698815567,391.0,0.165397631133671,0.185641025641026,10.1913726027397,68.04227,0.281128541,40.0,0.4,20984.589943128525,66.30364708896111,16.0,0.013793103448276,0.045630260165331,0.343160367848026,0.190269419247551,0.655929373888691,0.428275892589492,42.88071065989848,14.07583186070976,40.575296108291035,13.31906670690816,29.50930624,9.686593984,42.88071063,14.07583188,31.81472079,10.44335914,44.263959390862944,14.52989095299072,19.826565143824027,6.50818032269376,5.532994923857868,1.81623636912384,18.90439932318105,6.20547426117312,31.814720812182745,10.44335912246208,15.676818950930626,5.14600304585088,17.060067681895095,5.60006213813184,40.575296108291035,13.31906670690816,71.0,61.0,78.0,38.0,69.0,86.0,78.0,12.0,54.0,42.0,93.0,88.0,64.0,93.0,69.0,96.0,43.0,12.0,41.0,69.0,34.0,37.0,88.0,87.0,86.0,86.0,85.0,75.0,73.0,95.0,93.0,85.0,83.0,90.0,87.0,61.0,55.0,24.0,18.0,64.0,56.0,78.0,73.0,55.0,47.0,59.0,50.0,87.0,84.0,1714469.0,27118.0,0.0,0.0,6.0,6.0,0.057293309122358,0.0001628975865
149,48201241202,1400000US48201241202,"Census Tract 2412.02, Harris County, Texas",4861,656,3513,590,933,511,301,355,2717,593,73412,Texas,TX,Harris,6,4861.0,4861.0,2965.0,1567.0,1654.0,2471.0,0.568504422958239,0.163622522173026,3821.0,0.786052252622917,1706.0,0.35095659329356,239.0,0.096721974908944,75.0,0.047862156987875,406.0,0.136930860033726,375.0,0.077144620448467,392.0,0.080641843242131,0.185641025641026,10.1913726027397,68.04227,0.281128541,40.0,0.4,19760.805701208454,80.42753991187878,0.0,0.0,0.045992048702479,0.264920376201469,0.16970867907787,2.573471256664463,0.412411457344353,52.870911335116226,15.21689456209142,50.02838922032503,14.398781951226288,36.38428307,10.47184141,52.87091134,15.21689455,39.22680519,11.28995402,54.576424603990944,15.707762128610495,27.288212301995472,7.853881064305249,0.0,0.0,23.3086813412878,6.708523409094066,36.384283069327296,10.471841419073664,17.62363711170541,5.072298187363806,35.815778646369054,10.308218896900636,50.02838922032503,14.398781951226288,81.0,67.0,83.0,63.0,84.0,73.0,69.0,78.0,12.0,42.0,93.0,88.0,64.0,93.0,69.0,96.0,48.0,0.0,41.0,64.0,31.0,63.0,88.0,92.0,88.0,91.0,88.0,81.0,75.0,97.0,94.0,89.0,84.0,94.0,89.0,71.0,62.0,0.0,0.0,70.0,59.0,82.0,74.0,59.0,47.0,81.0,72.0,92.0,86.0,3200141.0,80834.0,0.0,0.0,9.0,6.0,0.122658446997183,0.000306907277499
150,48201241301,1400000US48201241301,"Census Tract 2413.01, Harris County, Texas",4381,514,2862,622,1146,271,213,217,1493,535,73413,Texas,TX,Harris,6,4381.0,4381.0,3062.0,1627.0,1687.0,2576.0,0.391577265464505,0.086124612795395,2810.0,0.641406071673134,621.0,0.141748459255877,179.0,0.069487577639751,0.0,0.0,163.0,0.053233180927498,347.0,0.079205660808035,259.0,0.059118922620406,0.166153846153847,10.1863295890411,68.19611,0.28568671,30.0,0.4,15147.966532158507,261.175000946439,56.0,0.033195020746888,0.044457268048941,0.157397410086925,0.108126078800037,0.921016245682432,0.001773152632579,36.41668568819897,8.009588989971736,34.850376626340946,7.665090538790155,25.45252223,5.598099845,20.36201778,4.478479876,27.01883129,5.942598297,37.19984021912798,8.181838215562525,31.3261812371604,6.8899690236316,7.439968043825595,1.636367643112505,15.6630906185802,3.4449845118158,18.404131476831736,4.047856801383565,8.223122574754605,1.808616868703295,16.44624514950921,3.61723373740659,19.57886327322525,4.30623063976975,63.0,22.0,75.0,20.0,70.0,0.0,31.0,80.0,6.0,23.0,93.0,89.0,65.0,52.0,69.0,95.0,80.0,19.0,40.0,47.0,21.0,42.0,50.0,84.0,64.0,82.0,64.0,71.0,52.0,75.0,59.0,82.0,65.0,86.0,66.0,76.0,57.0,32.0,17.0,58.0,32.0,61.0,39.0,37.0,18.0,57.0,36.0,65.0,38.0,7617993.0,27949.0,0.0,0.0,4.0,0.0,0.118737057078053,0.000715459535
151,48201241302,1400000US48201241302,"Census Tract 2413.02, Harris County, Texas",8035,2607,6026,1668,1936,1348,53,85,3309,2049,73414,Texas,TX,Harris,6,8035.0,8035.0,5140.0,2714.0,2822.0,3997.0,0.332047293092719,0.082194496633305,5202.0,0.647417548226509,134.0,0.01667703795893,169.0,0.042281711283463,242.0,0.089167280766396,497.0,0.096692607003891,877.0,0.10914747977598,593.0,0.073802115743622,0.166153846153847,10.1863295890411,68.19611,0.28568671,30.0,0.4,16925.920985601162,217.7354541539492,0.0,0.0,0.04924862882248,0.196255381032197,0.154512629685714,1.650868259499347,0.010250269426541,30.88039825762287,7.644088186897365,29.55220908525199,7.315310200364145,21.58307405,5.342642305,17.26645924,4.274113844,22.91126322,5.671420293,31.544492843808307,7.808477180163975,25.235594275046644,6.24678174413118,0.0,0.0,14.278033602986918,3.534363355232115,18.262601120099543,4.520697314831775,9.629371499688853,2.383640402365845,17.598506533914108,4.356308321565165,21.583074051026735,5.342642281164824,55.0,19.0,75.0,0.0,44.0,84.0,54.0,94.0,10.0,23.0,93.0,89.0,65.0,52.0,69.0,95.0,76.0,0.0,43.0,55.0,29.0,53.0,65.0,79.0,62.0,77.0,62.0,66.0,50.0,70.0,58.0,77.0,63.0,81.0,64.0,69.0,53.0,0.0,0.0,55.0,33.0,61.0,42.0,41.0,24.0,59.0,42.0,68.0,47.0,9525933.0,62728.0,0.0,0.0,1.0,0.0,0.158320318194179,0.000896970661
152,48201241400,1400000US48201241400,"Census Tract 2414, Harris County, Texas",10401,1134,8460,983,1779,755,258,175,3744,1089,73415,Texas,TX,Harris,6,10401.0,10401.0,7283.0,3773.0,4007.0,6375.0,0.34049610614364,0.095113574307843,5750.0,0.552831458513604,1333.0,0.128160753773675,213.0,0.033411764705882,148.0,0.039226080042406,679.0,0.093230811478786,269.0,0.025862897798289,1051.0,0.101047976156138,0.181538461538463,10.1475430136986,67.81295,0.242624316,30.0,0.4,17778.17530317992,157.1364048745525,38.0,0.009483404042925,0.042182919466144,0.194691296578454,0.117014857726708,1.428837032109867,0.02558774452235,31.325641765214883,8.750448836321555,29.96365734064032,8.369994539090184,19.06778194,5.326360144,17.70579751,4.945905848,23.49423131,6.562836606,32.3471300836458,9.035789559245083,22.81323911162388,6.37260947862548,3.4049610614364,0.95113574307843,12.93885203345832,3.614315823698034,18.7272858379002,5.231246586931364,7.831410441303721,2.187612209080389,17.024805307182,4.75567871539215,24.85621574848572,6.943290924472539,56.0,28.0,69.0,17.0,33.0,69.0,52.0,13.0,20.0,38.0,92.0,88.0,56.0,52.0,69.0,95.0,67.0,10.0,38.0,55.0,23.0,50.0,73.0,80.0,68.0,78.0,68.0,62.0,50.0,71.0,62.0,78.0,69.0,82.0,70.0,65.0,54.0,15.0,11.0,52.0,34.0,62.0,47.0,36.0,22.0,58.0,44.0,73.0,58.0,10874974.0,198308.0,0.0,0.0,2.0,0.0,0.214542768096308,0.001036160006501
153,48201241501,1400000US48201241501,"Census Tract 2415.01, Harris County, Texas",3935,922,1717,376,1955,832,49,61,1592,368,73416,Texas,TX,Harris,6,3935.0,3935.0,2977.0,1946.0,2035.0,2365.0,0.672935196950444,0.222061194358849,3665.0,0.93138500635324,1631.0,0.414485387547649,103.0,0.043551797040169,320.0,0.164439876670092,750.0,0.251931474638898,275.0,0.069885641677255,644.0,0.163659466327827,0.235897435897436,10.1737347945205,68.23707,0.356128431,40.0,0.4,50971.40516159341,241.76696603461528,109.0,0.053562653562654,0.049238751473584,0.431078391870668,0.367882306011412,4.759789964830516,0.001642161869611,61.91003811944085,20.429629881014108,59.89123252858952,19.76344629793756,52.48894537,17.32077313,62.58297332,20.65169104,46.43252859,15.32222239,65.94764930114351,21.761997047167203,52.48894536213464,17.32077315999022,16.150444726810655,5.329468664612376,28.93621346886909,9.548631357430509,49.12426937738242,16.210467188195977,30.28208386276998,9.992753746148203,51.81601016518419,17.098711965631374,32.97382465057176,10.8809985235836,89.0,85.0,92.0,73.0,45.0,92.0,89.0,71.0,53.0,84.0,92.0,89.0,78.0,93.0,69.0,98.0,78.0,24.0,43.0,73.0,45.0,77.0,49.0,95.0,94.0,96.0,95.0,91.0,90.0,98.0,98.0,92.0,91.0,97.0,95.0,92.0,90.0,60.0,44.0,77.0,73.0,90.0,88.0,75.0,73.0,91.0,89.0,82.0,77.0,14570117.0,107255.0,0.0,0.0,10.0,9.0,0.185860169169575,0.0013720328575
154,48201241502,1400000US48201241502,"Census Tract 2415.02, Harris County, Texas",2238,740,865,398,1335,722,0,14,762,406,73417,Texas,TX,Harris,6,2238.0,2238.0,1123.0,841.0,893.0,980.0,0.685433422698838,0.162643245299171,1999.0,0.893208221626452,1069.0,0.477658623771224,20.0,0.020408163265306,0.0,0.0,89.0,0.079252003561888,509.0,0.227435210008936,119.0,0.053172475424486,0.235897435897436,10.1737347945205,68.23707,0.356128431,40.0,0.4,54709.88449499361,484.7462730747126,40.0,0.044792833146696,0.06039543459089,0.794655629207322,0.77629811360579,3.639059992096636,0.000821149716901,63.059874888293095,14.963178567523734,61.00357462019658,14.47524883162622,53.46380699,12.68617311,63.74530834,15.12582179,47.29490619,11.22238391,67.17247542448612,15.93903803931876,61.68900804289542,14.637892076925391,15.079535299374436,3.578151396581762,34.2716711349419,8.13216226495855,57.576407506702395,13.662032605130364,39.06970509383377,9.270664982052748,48.665773011617496,11.54767041624114,29.473637176050033,6.993659547864354,89.0,66.0,89.0,81.0,17.0,0.0,46.0,99.0,5.0,84.0,92.0,89.0,78.0,93.0,69.0,98.0,90.0,22.0,50.0,84.0,57.0,71.0,43.0,96.0,88.0,96.0,88.0,92.0,82.0,98.0,94.0,93.0,84.0,98.0,89.0,96.0,85.0,57.0,31.0,81.0,67.0,94.0,83.0,83.0,70.0,89.0,76.0,78.0,58.0,1379028.0,720.0,0.0,0.0,11.0,8.0,0.047017071651167,0.000128931695
155,48201241503,1400000US48201241503,"Census Tract 2415.03, Harris County, Texas",2249,897,1546,788,583,500,0,14,1415,770,73418,Texas,TX,Harris,6,2249.0,2198.0,1350.0,650.0,778.0,1151.0,0.768128267299873,0.293801991386434,1998.0,0.888394842152067,1424.0,0.647861692447679,41.0,0.035621198957428,91.0,0.14,553.0,0.409629629629629,58.0,0.025789239662072,69.0,0.030680302356603,0.235897435897436,10.1737347945205,68.23707,0.356128431,40.0,0.4,48140.50989997057,311.43554661492647,151.0,0.194087403598971,0.063047608604412,0.974071735753309,0.805594365641177,2.478435950173897,0.038751669332353,70.66780059158832,27.02978320755193,68.3634157896887,26.148377233392623,59.91400483,22.9165553,71.43592883,27.32358516,53.00085042,20.27233738,75.27657019538756,28.79259515587053,63.75464618588946,24.38556528507402,36.87015683039391,14.10249558654883,39.9426698995934,15.277703552094566,67.59528752238883,25.85457524200619,44.55143950339264,17.04051550041317,47.62395257259213,18.215723465958902,57.60962004749048,22.035149353982547,95.0,95.0,89.0,94.0,36.0,90.0,97.0,13.0,2.0,84.0,92.0,89.0,78.0,93.0,69.0,98.0,83.0,48.0,52.0,88.0,58.0,62.0,75.0,98.0,98.0,98.0,98.0,95.0,96.0,99.0,99.0,95.0,96.0,99.0,99.0,96.0,96.0,84.0,84.0,86.0,88.0,97.0,97.0,87.0,89.0,89.0,90.0,95.0,96.0,17704664.0,48704.0,0.0,1.0,13.0,13.0,0.30016864510597,0.0016590946305
156,48201250101,1400000US48201250101,"Census Tract 2501.01, Harris County, Texas",4257,1013,2628,1020,983,468,94,100,2257,832,73419,Texas,TX,Harris,6,4257.0,4257.0,3122.0,1456.0,1593.0,2705.0,0.485200845665961,0.144970776492625,3338.0,0.784120272492365,793.0,0.186281418839558,471.0,0.174121996303142,0.0,0.0,491.0,0.157270980140935,22.0,0.005167958656331,497.0,0.116748884190744,0.207179487179488,10.0631873972603,67.72152,0.311559711,40.0,0.4,57448.02032807842,95.13040361039208,13.0,0.008160703075957,0.053442084938776,1.158226236850034,1.286377985846824,3.025054377865857,0.001244682011007,44.15327695560245,13.192340660828874,42.212473572938606,12.612457554858372,34.44926007,10.2929251,45.12367868,13.48228217,33.47885837,10.00298354,47.549682875264175,14.207136096277248,25.23044397462997,7.5384803776165,4.366807610993649,1.304736988433625,22.319238900634208,6.66865571866075,43.66807610993649,13.047369884336248,32.023255813953426,9.568071248513249,32.508456659619384,9.713042025005874,22.80443974630017,6.813626495153374,73.0,58.0,83.0,30.0,96.0,0.0,74.0,3.0,27.0,63.0,91.0,87.0,71.0,93.0,69.0,98.0,52.0,9.0,46.0,90.0,66.0,67.0,47.0,88.0,84.0,87.0,84.0,80.0,75.0,96.0,92.0,86.0,81.0,91.0,86.0,69.0,61.0,19.0,14.0,69.0,59.0,87.0,81.0,77.0,71.0,78.0,70.0,70.0,57.0,8120729.0,35478.0,0.0,0.0,7.0,6.0,0.122698736830612,0.0007622720675
157,48201250102,1400000US48201250102,"Census Tract 2501.02, Harris County, Texas",5634,813,3182,892,718,618,559,340,3256,728,73420,Texas,TX,Harris,6,5634.0,5475.0,3078.0,1458.0,1602.0,2573.0,0.520577705807693,0.157409441894434,4524.0,0.802981895633652,1304.0,0.238173515981735,83.0,0.032258064516129,148.0,0.101508916323731,640.0,0.207927225471085,481.0,0.085374511892084,441.0,0.078274760383387,0.207179487179488,10.0631873972603,67.72152,0.311559711,40.0,0.4,64300.51561030526,129.30548323221765,0.0,0.0,0.05514383980984,0.982730737950799,1.839778766391812,2.736107530390196,0.005028746932843,47.372571228500064,14.324259212393494,45.290260405269294,13.69462144481576,36.96101713,11.17607038,48.41372666,14.63907811,35.91986171,10.8612515,51.01661516915392,15.426125305654534,31.755240054269276,9.601975955560476,0.0,0.0,24.467152172961573,7.398243769038398,45.81083811107699,13.852030886710192,37.481594818153894,11.333479816399247,33.316973171692354,10.074204281243777,30.714084642653887,9.287157071771606,76.0,64.0,84.0,41.0,32.0,86.0,84.0,85.0,11.0,63.0,91.0,87.0,71.0,93.0,69.0,98.0,61.0,0.0,47.0,88.0,72.0,64.0,59.0,90.0,86.0,89.0,86.0,82.0,78.0,97.0,94.0,87.0,84.0,93.0,88.0,76.0,70.0,0.0,0.0,72.0,64.0,88.0,83.0,82.0,77.0,79.0,71.0,80.0,71.0,6038331.0,34293.0,0.0,1.0,9.0,6.0,0.123349583925887,0.000567598422
158,48201250201,1400000US48201250201,"Census Tract 2502.01, Harris County, Texas",8243,1650,5151,1529,2156,692,25,31,4775,1461,73421,Texas,TX,Harris,6,8243.0,8200.0,4617.0,2541.0,2612.0,3674.0,0.656885191574225,0.246569769728718,6917.0,0.839136236806987,3892.0,0.474634146341463,244.0,0.066412629286881,461.0,0.18142463597009,1218.0,0.263807667316439,381.0,0.046221036030571,319.0,0.038699502608274,,10.0769030136986,67.78083,0.298162263,40.0,0.4,62712.15195314815,78.92647678893859,0.0,0.0,0.056200617364778,1.504648047819911,2.644408863356326,1.072844315188044,0.001814815469674,59.77655243325447,22.43784904531334,57.80589685853179,21.698139736127185,44.66819306,16.76674436,61.09032286,22.93098861,45.32507825,17.01331413,64.37474877427405,24.163837433414365,30.873604003988575,11.588779177249746,0.0,0.0,31.5304891955628,11.835348946978463,61.09032281640293,22.930988584770773,51.89393013436377,19.47901180856872,29.559833620840124,11.09563963779231,32.84425957871125,12.3284884864359,88.0,90.0,86.0,81.0,68.0,93.0,90.0,38.0,3.0,,91.0,88.0,68.0,93.0,69.0,98.0,47.0,0.0,48.0,93.0,79.0,45.0,50.0,95.0,96.0,95.0,96.0,87.0,89.0,98.0,98.0,92.0,94.0,97.0,97.0,75.0,77.0,0.0,0.0,79.0,81.0,95.0,95.0,91.0,92.0,75.0,75.0,82.0,82.0,4619977.0,13380.0,0.0,2.0,9.0,10.0,0.086777493638136,0.000432973448
159,48201250202,1400000US48201250202,"Census Tract 2502.02, Harris County, Texas",2354,972,1403,909,698,262,24,43,1644,855,73422,Texas,TX,Harris,6,2354.0,2354.0,1082.0,746.0,822.0,1130.0,0.698385726423109,0.244633707521851,2221.0,0.943500424808836,1067.0,0.453271028037383,142.0,0.125663716814159,43.0,0.057640750670241,370.0,0.341959334565619,315.0,0.133814783347493,96.0,0.040781648258284,,10.0769030136986,67.78083,0.298162263,40.0,0.4,59064.77735,240.6957805,0.0,0.0,0.058112776,0.951618841,1.677407019,4.341735801,0.00161174,63.55310110450292,22.261667384488444,61.45794392523359,21.52776626192289,47.49022937,16.63509214,64.94987252,22.75093484,48.18861509,16.87972585,68.44180118946468,23.9741033371414,54.4740866610025,19.08142918670438,0.0,0.0,34.22090059473234,11.9870516685707,60.75955819881049,21.28313255440104,49.58538657604073,17.368993234051423,52.37892948173318,18.347528064138825,34.22090059473234,11.9870516685707,90.0,89.0,93.0,78.0,91.0,76.0,95.0,98.0,3.0,,91.0,88.0,68.0,93.0,69.0,98.0,78.0,0.0,49.0,87.0,71.0,75.0,49.0,96.0,96.0,96.0,96.0,89.0,89.0,98.0,98.0,93.0,93.0,98.0,97.0,93.0,92.0,0.0,0.0,81.0,81.0,95.0,94.0,90.0,90.0,91.0,90.0,83.0,81.0,1358998.0,3074.0,0.0,0.0,12.0,12.0,0.053660348584625,0.000127278417
160,48201250303,1400000US48201250303,"Census Tract 2503.03, Harris County, Texas",3603,646,1416,538,1713,316,474,482,887,446,73423,Texas,TX,Harris,6,3603.0,3603.0,2358.0,1287.0,1325.0,2185.0,0.532750485706355,0.15429941844263,3074.0,0.853177907299472,765.0,0.212323064113238,240.0,0.109839816933638,60.0,0.046620046620047,478.0,0.202714164546225,118.0,0.032750485706356,226.0,0.062725506522342,0.2,10.0206183561644,67.38204,0.268800179,40.0,0.4,67116.56515,136.4663584,0.0,0.0,0.060389801,1.0680502,1.457038379,1.25451119,0.002479242,47.947543713571946,13.8869476598367,45.816541770746525,13.26974998606618,33.03053013,9.566563916,49.5457952,14.34984587,36.75978353,10.64665984,52.20954759922279,15.12134300737774,33.56328059950037,9.720863361885693,0.0,0.0,26.63752428531775,7.7149709221315,47.414793227865594,13.73264824139407,36.22703302803214,10.49236045409884,25.039272828198683,7.252072666803611,28.235775742436815,8.17786917745939,78.0,63.0,87.0,35.0,88.0,72.0,83.0,20.0,7.0,56.0,90.0,86.0,62.0,93.0,69.0,98.0,63.0,0.0,50.0,89.0,68.0,47.0,53.0,90.0,85.0,89.0,85.0,79.0,72.0,97.0,93.0,87.0,83.0,93.0,88.0,78.0,71.0,0.0,0.0,74.0,65.0,89.0,83.0,81.0,75.0,70.0,59.0,77.0,65.0,2086010.0,6809.0,0.0,0.0,7.0,6.0,0.05979433824688,0.0001955554145
161,48201250304,1400000US48201250304,"Census Tract 2503.04, Harris County, Texas",8722,1515,4177,1338,3170,969,71,150,4267,1384,73424,Texas,TX,Harris,6,8722.0,6626.0,5626.0,2034.0,2221.0,3637.0,0.557657091195988,0.133194354574884,7594.0,0.870671864251318,1621.0,0.244642318140658,164.0,0.045092108880946,32.0,0.015732546705998,903.0,0.160504799146818,444.0,0.050905755560651,418.0,0.047924787892685,0.2,10.0206183561644,67.38204,0.268800179,40.0,0.4,70313.76430467115,80.97603037789811,250.0,0.112561909049977,0.062836470685742,0.649063934862722,1.166180683755084,0.95568302554511,0.006100824627109,50.189138207638926,11.98749191173956,47.95850984285497,11.454714493440022,34.57473964,8.25805001,51.86210946,12.38707502,38.47833928,9.190410495,54.650394937206826,13.05304674833863,26.76754037740743,6.393329019594431,20.07565528305557,4.794996764695823,28.998168742191375,6.926106437893967,45.170224386875034,10.788742720565605,35.690053836543235,8.524438692792575,23.421597830231494,5.594162892145127,34.017082562955274,8.124855629067923,80.0,52.0,88.0,42.0,47.0,52.0,75.0,45.0,4.0,56.0,90.0,86.0,62.0,93.0,69.0,98.0,48.0,36.0,52.0,81.0,64.0,42.0,61.0,91.0,81.0,90.0,81.0,80.0,67.0,97.0,90.0,88.0,79.0,94.0,84.0,71.0,54.0,67.0,40.0,77.0,61.0,88.0,75.0,80.0,67.0,68.0,50.0,82.0,65.0,9345943.0,55071.0,0.0,0.0,9.0,4.0,0.132283125011282,0.000878556343
