GEO_ID,NAME,DP05_0063E,DP05_0063M,DP05_0064E,DP05_0064M,DP05_0065E,DP05_0065M,DP05_0067E,DP05_0067M,DP05_0071E,DP05_0071M
Geography,Geographic Area Name,Total Population,Total Population – Error,White Population,White Population – Error,Black or African American Population,Black or African American Population – Error,Asian Population,Asian Population – Error,Hispanic Population,Hispanic Population – Error
1400000US48201323602,"Census Tract 3236.02, Harris County, Texas",4838,1006,4109,968,122,136,131,130,3209,674
1400000US48201323701,"Census Tract 3237.01, Harris County, Texas",4594,876,4050,960,277,158,42,46,2595,839
1400000US48201323702,"Census Tract 3237.02, Harris County, Texas",3323,668,2944,633,48,74,303,230,2070,657
1400000US48201323801,"Census Tract 3238.01, Harris County, Texas",4086,1109,3927,1125,10,21,17,28,3408,1090
1400000US48201323802,"Census Tract 3238.02, Harris County, Texas",5158,770,4824,735,98,86,27,33,4240,778
1400000US48201323900,"Census Tract 3239, Harris County, Texas",3512,552,3006,554,304,181,19,27,2172,543
1400000US48201324000,"Census Tract 3240, Harris County, Texas",5267,642,4577,670,257,207,349,135,2489,511
1400000US48201324101,"Census Tract 3241.01, Harris County, Texas",5380,933,4666,868,166,240,0,20,4893,940
1400000US48201324102,"Census Tract 3241.02, Harris County, Texas",0,14,0,14,0,14,0,14,0,14
1400000US48201324200,"Census Tract 3242, Harris County, Texas",987,288,566,285,12,15,0,14,931,289
1400000US48201330101,"Census Tract 3301.01, Harris County, Texas",5851,809,1971,726,2934,740,0,20,2904,603
1400000US48201330102,"Census Tract 3301.02, Harris County, Texas",2848,595,864,333,1605,612,84,160,1128,533
1400000US48201330200,"Census Tract 3302, Harris County, Texas",4710,1475,2942,1393,1443,354,0,14,3096,1385
1400000US48201330301,"Census Tract 3303.01, Harris County, Texas",9134,1282,4933,1142,1722,280,313,167,6972,1245
1400000US48201330302,"Census Tract 3303.02, Harris County, Texas",5299,639,2497,597,2027,384,33,52,2967,491
1400000US48201330303,"Census Tract 3303.03, Harris County, Texas",4459,721,2319,510,1578,389,65,82,1967,466
1400000US48201330400,"Census Tract 3304, Harris County, Texas",4778,878,2933,844,1431,358,0,14,3178,831
1400000US48201330500,"Census Tract 3305, Harris County, Texas",4732,881,2410,843,1549,468,135,86,2964,839
1400000US48201330600,"Census Tract 3306, Harris County, Texas",7180,1066,3148,1144,3594,978,0,20,3288,1269
1400000US48201330700,"Census Tract 3307, Harris County, Texas",10087,1314,5646,1249,3277,920,182,186,6595,1193
1400000US48201330801,"Census Tract 3308.01, Harris County, Texas",4703,1030,1766,438,2618,1069,275,282,1567,439
1400000US48201330802,"Census Tract 3308.02, Harris County, Texas",9981,1399,3267,1270,6328,958,545,294,2380,1077
1400000US48201330901,"Census Tract 3309.01, Harris County, Texas",10685,1631,3289,1105,7105,1319,415,381,2629,1024
1400000US48201330902,"Census Tract 3309.02, Harris County, Texas",3468,857,1584,747,952,478,28,84,2715,876
1400000US48201331100,"Census Tract 3311, Harris County, Texas",4242,605,1467,620,2725,529,0,14,1301,564
1400000US48201331200,"Census Tract 3312, Harris County, Texas",4816,1216,521,361,4098,1119,31,50,672,476
1400000US48201331300,"Census Tract 3313, Harris County, Texas",4397,974,683,356,3713,995,14,22,537,342
1400000US48201331400,"Census Tract 3314, Harris County, Texas",2883,1257,850,1135,2883,1257,0,14,687,1099
1400000US48201331501,"Census Tract 3315.01, Harris County, Texas",4218,963,674,674,3549,845,0,14,589,640
1400000US48201331502,"Census Tract 3315.02, Harris County, Texas",4847,785,1272,506,3037,668,140,123,1323,670
1400000US48201331602,"Census Tract 3316.02, Harris County, Texas",3128,711,437,227,2623,720,116,98,458,183
1400000US48201331603,"Census Tract 3316.03, Harris County, Texas",4986,985,876,777,3847,713,0,14,873,765
1400000US48201331604,"Census Tract 3316.04, Harris County, Texas",2432,786,40,55,2405,782,19,29,28,55
1400000US48201331700,"Census Tract 3317, Harris County, Texas",4164,596,935,386,2891,605,31,48,1352,409
1400000US48201331800,"Census Tract 3318, Harris County, Texas",3924,775,1323,714,2537,528,65,97,1335,703
1400000US48201331900,"Census Tract 3319, Harris County, Texas",3582,554,1110,286,2440,551,0,14,1114,229
1400000US48201332000,"Census Tract 3320, Harris County, Texas",6323,956,1648,737,4511,818,66,89,1635,720
1400000US48201332100,"Census Tract 3321, Harris County, Texas",2769,505,1617,518,982,275,0,14,1782,550
1400000US48201332200,"Census Tract 3322, Harris County, Texas",4891,830,2778,717,1907,422,0,14,2988,717
1400000US48201332300,"Census Tract 3323, Harris County, Texas",3003,668,1198,408,1728,540,0,14,1272,414
1400000US48201332400,"Census Tract 3324, Harris County, Texas",3976,643,951,262,3090,639,0,14,854,263
1400000US48201332500,"Census Tract 3325, Harris County, Texas",3767,549,1485,647,1745,526,0,14,1927,388
1400000US48201332600,"Census Tract 3326, Harris County, Texas",6915,1132,3652,1207,1901,474,26,33,4771,1133
1400000US48201332700,"Census Tract 3327, Harris County, Texas",2659,384,2076,466,17,25,7,11,2580,388
1400000US48201332800,"Census Tract 3328, Harris County, Texas",4350,641,2487,655,685,270,0,14,3451,556
1400000US48201332900,"Census Tract 3329, Harris County, Texas",5232,866,3758,885,515,266,29,44,4534,845
1400000US48201333000,"Census Tract 3330, Harris County, Texas",3645,570,2649,591,115,103,14,16,3203,530
1400000US48201333100,"Census Tract 3331, Harris County, Texas",3921,532,1732,420,618,364,1261,417,1853,378
1400000US48201333201,"Census Tract 3332.01, Harris County, Texas",4946,678,2393,655,1237,427,117,155,3304,574
1400000US48201333203,"Census Tract 3332.03, Harris County, Texas",2506,818,1242,812,343,252,372,184,1659,804
1400000US48201333204,"Census Tract 3332.04, Harris County, Texas",1987,1171,209,157,842,489,0,14,1145,1099
1400000US48201333205,"Census Tract 3332.05, Harris County, Texas",1691,422,463,354,1189,410,0,14,643,462
1400000US48201333301,"Census Tract 3333.01, Harris County, Texas",5788,1393,4364,1207,1215,852,55,88,4291,1285
1400000US48201333302,"Census Tract 3333.02, Harris County, Texas",3589,876,2946,870,305,327,135,164,2956,841
1400000US48201333501,"Census Tract 3335.01, Harris County, Texas",3172,780,1389,554,1033,581,0,14,1967,510
1400000US48201333502,"Census Tract 3335.02, Harris County, Texas",2745,430,1680,295,498,390,0,14,2073,267
1400000US48201333600,"Census Tract 3336, Harris County, Texas",3814,1096,2717,998,222,159,0,14,2843,1125
1400000US48201333700,"Census Tract 3337, Harris County, Texas",3502,506,2386,525,119,109,175,152,3099,533
1400000US48201333801,"Census Tract 3338.01, Harris County, Texas",5554,1389,3854,1502,374,360,0,20,5014,1432
1400000US48201333802,"Census Tract 3338.02, Harris County, Texas",6154,696,4747,774,770,326,135,175,4762,737
1400000US48201333903,"Census Tract 3339.03, Harris County, Texas",3561,733,2659,688,191,178,428,380,2757,677
1400000US48201333904,"Census Tract 3339.04, Harris County, Texas",7109,2504,5030,2707,957,487,330,275,5131,2617
1400000US48201333905,"Census Tract 3339.05, Harris County, Texas",3565,964,2140,599,448,259,612,786,1749,502
1400000US48201333906,"Census Tract 3339.06, Harris County, Texas",6005,1103,4172,1199,644,338,891,352,3695,1034
1400000US48201334001,"Census Tract 3340.01, Harris County, Texas",3429,420,1193,425,1178,441,627,252,1335,367
1400000US48201334002,"Census Tract 3340.02, Harris County, Texas",2322,514,1276,479,929,229,97,113,1004,474
1400000US48201334003,"Census Tract 3340.03, Harris County, Texas",5857,601,3284,551,1222,291,795,492,2843,344
1400000US48201334101,"Census Tract 3341.01, Harris County, Texas",8328,1514,2047,933,5294,1536,1076,757,970,676
1400000US48201334102,"Census Tract 3341.02, Harris County, Texas",6503,1063,3155,846,3064,910,347,257,2741,631
1400000US48201340101,"Census Tract 3401.01, Harris County, Texas",1619,379,897,346,589,387,133,127,673,373
1400000US48201340102,"Census Tract 3401.02, Harris County, Texas",5430,662,3828,658,706,220,768,286,2488,477
1400000US48201340201,"Census Tract 3402.01, Harris County, Texas",0,14,0,14,0,14,0,14,0,14
1400000US48201340202,"Census Tract 3402.02, Harris County, Texas",8092,773,5457,623,704,583,1883,302,1368,396
1400000US48201340203,"Census Tract 3402.03, Harris County, Texas",4529,596,3438,573,505,434,781,329,384,197
1400000US48201340301,"Census Tract 3403.01, Harris County, Texas",3284,258,2554,281,126,112,713,110,98,80
1400000US48201340302,"Census Tract 3403.02, Harris County, Texas",6712,1156,5660,1167,123,144,921,304,1324,613
1400000US48201340400,"Census Tract 3404, Harris County, Texas",1104,112,1028,96,43,61,50,34,147,99
1400000US48201340501,"Census Tract 3405.01, Harris County, Texas",3852,561,3122,648,288,214,397,256,652,355
1400000US48201340502,"Census Tract 3405.02, Harris County, Texas",2292,480,2257,485,253,326,0,14,1270,447
1400000US48201340600,"Census Tract 3406, Harris County, Texas",2590,318,2249,303,182,119,87,72,297,156
1400000US48201340701,"Census Tract 3407.01, Harris County, Texas",4403,625,2599,516,557,452,1158,481,1170,325
1400000US48201340702,"Census Tract 3407.02, Harris County, Texas",3459,873,2119,273,896,749,260,194,1025,331
1400000US48201340800,"Census Tract 3408, Harris County, Texas",5527,505,4099,400,540,408,968,263,974,227
1400000US48201340900,"Census Tract 3409, Harris County, Texas",5089,745,3893,785,576,254,447,317,2212,698
1400000US48201341001,"Census Tract 3410.01, Harris County, Texas",4119,607,2932,499,832,432,315,237,1150,391
1400000US48201341002,"Census Tract 3410.02, Harris County, Texas",4019,865,3404,758,385,273,435,548,1252,375
1400000US48201341101,"Census Tract 3411.01, Harris County, Texas",2034,533,1707,523,22,32,178,130,1090,439
1400000US48201341102,"Census Tract 3411.02, Harris County, Texas",2426,400,1858,419,252,171,217,119,778,314
1400000US48201341201,"Census Tract 3412.01, Harris County, Texas",4805,636,2821,566,1362,672,263,189,1676,427
1400000US48201341203,"Census Tract 3412.03, Harris County, Texas",2492,488,1859,564,41,66,248,217,595,358
1400000US48201341204,"Census Tract 3412.04, Harris County, Texas",3496,375,3212,420,76,73,197,254,570,306
1400000US48201341302,"Census Tract 3413.02, Harris County, Texas",3057,573,1852,396,754,262,245,173,757,351
1400000US48201341303,"Census Tract 3413.03, Harris County, Texas",2776,487,2025,425,301,282,391,184,639,371
1400000US48201341304,"Census Tract 3413.04, Harris County, Texas",1261,263,1048,272,107,90,146,122,47,45
1400000US48201341400,"Census Tract 3414, Harris County, Texas",5468,517,4937,451,411,336,300,145,1152,465
1400000US48201341501,"Census Tract 3415.01, Harris County, Texas",6691,706,6224,719,149,123,223,134,1477,577
1400000US48201341502,"Census Tract 3415.02, Harris County, Texas",4518,781,3989,861,412,300,59,53,553,180
1400000US48201341600,"Census Tract 3416, Harris County, Texas",6687,890,6125,904,306,180,401,247,1061,317
1400000US48201341700,"Census Tract 3417, Harris County, Texas",2939,371,2573,401,124,108,36,34,533,137
1400000US48201341800,"Census Tract 3418, Harris County, Texas",2496,524,2078,362,333,413,18,15,643,335
1400000US48201342001,"Census Tract 3420.01, Harris County, Texas",6359,1128,5958,1145,278,242,93,93,2271,769
1400000US48201342002,"Census Tract 3420.02, Harris County, Texas",3821,483,3301,489,244,196,300,312,1150,390
1400000US48201342100,"Census Tract 3421, Harris County, Texas",4465,631,3938,643,61,56,236,150,2441,418
1400000US48201342200,"Census Tract 3422, Harris County, Texas",3583,578,2818,440,271,240,34,48,2256,571
1400000US48201342300,"Census Tract 3423, Harris County, Texas",7903,1035,6967,1070,435,250,30,37,4478,1046
1400000US48201342400,"Census Tract 3424, Harris County, Texas",3236,609,2991,606,28,35,0,14,2091,604
1400000US48201342500,"Census Tract 3425, Harris County, Texas",5889,830,5473,850,43,58,9,15,2621,837
1400000US48201342700,"Census Tract 3427, Harris County, Texas",5007,861,4728,843,51,80,125,148,1771,692
1400000US48201342801,"Census Tract 3428.01, Harris County, Texas",5181,790,4470,771,311,470,281,244,1454,635
1400000US48201342802,"Census Tract 3428.02, Harris County, Texas",3052,297,2959,318,74,103,0,14,367,330
1400000US48201342900,"Census Tract 3429, Harris County, Texas",7208,1073,6522,1061,516,487,43,82,2147,634
1400000US48201343000,"Census Tract 3430, Harris County, Texas",7007,1056,4900,1146,1632,1006,322,310,3523,893
1400000US48201343100,"Census Tract 3431, Harris County, Texas",4004,499,3439,572,98,82,9,15,1351,439
1400000US48201343200,"Census Tract 3432, Harris County, Texas",5108,604,4672,607,292,203,70,88,1874,400
1400000US48201343301,"Census Tract 3433.01, Harris County, Texas",5189,552,4756,616,29,53,22,42,2141,444
1400000US48201343302,"Census Tract 3433.02, Harris County, Texas",4902,673,4249,716,640,305,40,56,1534,565
1400000US48201343601,"Census Tract 3436.01, Harris County, Texas",0,14,0,14,0,14,0,14,0,14
1400000US48201343602,"Census Tract 3436.02, Harris County, Texas",3055,409,2775,424,172,113,124,84,1065,351
1400000US48201343700,"Census Tract 3437, Harris County, Texas",3608,762,2606,557,1052,570,12,18,1374,414
1400000US48201350101,"Census Tract 3501.01, Harris County, Texas",5255,801,698,697,596,307,3785,996,827,519
1400000US48201350102,"Census Tract 3501.02, Harris County, Texas",5535,963,3616,980,221,204,1364,317,1572,819
1400000US48201350103,"Census Tract 3501.03, Harris County, Texas",7855,1589,5706,1611,877,302,1088,236,4416,1564
1400000US48201350104,"Census Tract 3501.04, Harris County, Texas",4865,946,2427,751,1376,611,970,292,1140,157
1400000US48201350201,"Census Tract 3502.01, Harris County, Texas",4225,919,3294,896,781,617,565,692,2154,455
1400000US48201350202,"Census Tract 3502.02, Harris County, Texas",4777,867,3565,807,537,144,611,252,2995,796
1400000US48201350300,"Census Tract 3503, Harris County, Texas",6456,1197,5108,1215,727,242,247,112,3651,1189
1400000US48201350400,"Census Tract 3504, Harris County, Texas",6737,1311,5156,1319,806,301,460,121,4798,1333
1400000US48201350500,"Census Tract 3505, Harris County, Texas",7488,1346,3965,1311,1425,648,2087,1063,2355,638
1400000US48201350601,"Census Tract 3506.01, Harris County, Texas",4488,464,3532,462,885,305,399,189,1550,422
1400000US48201350603,"Census Tract 3506.03, Harris County, Texas",5080,860,4075,1045,301,300,509,313,1247,218
1400000US48201350604,"Census Tract 3506.04, Harris County, Texas",3254,777,2666,803,284,136,300,110,651,248
1400000US48201350700,"Census Tract 3507, Harris County, Texas",2207,412,2087,393,31,26,0,14,553,173
1400000US48201350801,"Census Tract 3508.01, Harris County, Texas",5448,813,4299,719,807,324,165,163,1794,395
1400000US48201350803,"Census Tract 3508.03, Harris County, Texas",3219,785,2430,794,1150,828,24,40,1355,714
1400000US48201350804,"Census Tract 3508.04, Harris County, Texas",6294,1109,4187,1232,666,323,1212,409,743,304
1400000US48201410101,"Census Tract 4101.01, Harris County, Texas",1741,393,1292,384,466,278,45,69,362,302
1400000US48201410102,"Census Tract 4101.02, Harris County, Texas",3777,459,2243,392,1341,308,262,148,919,316
1400000US48201410201,"Census Tract 4102.01, Harris County, Texas",1823,326,1639,328,51,50,135,95,461,291
1400000US48201410202,"Census Tract 4102.02, Harris County, Texas",3620,672,2828,586,156,147,586,267,806,302
1400000US48201410300,"Census Tract 4103, Harris County, Texas",3249,435,2340,420,239,144,550,267,566,300
1400000US48201410401,"Census Tract 4104.01, Harris County, Texas",4104,839,3516,787,26,40,425,196,387,248
1400000US48201410402,"Census Tract 4104.02, Harris County, Texas",2631,278,2110,329,61,56,457,180,235,132
1400000US48201410501,"Census Tract 4105.01, Harris County, Texas",1662,534,1092,275,150,91,47,54,244,153
1400000US48201410502,"Census Tract 4105.02, Harris County, Texas",2999,444,2540,474,66,68,325,244,499,194
1400000US48201410601,"Census Tract 4106.01, Harris County, Texas",3436,425,2418,398,518,267,623,298,539,256
1400000US48201410602,"Census Tract 4106.02, Harris County, Texas",2349,359,1585,357,269,229,252,140,402,187
1400000US48201410703,"Census Tract 4107.03, Harris County, Texas",2293,494,1729,369,243,143,360,267,374,157
1400000US48201410704,"Census Tract 4107.04, Harris County, Texas",1920,427,1461,339,304,334,183,143,209,114
1400000US48201410705,"Census Tract 4107.05, Harris County, Texas",1048,323,775,296,117,74,149,121,204,136
1400000US48201410706,"Census Tract 4107.06, Harris County, Texas",1640,221,1149,259,317,141,212,115,347,230
1400000US48201410801,"Census Tract 4108.01, Harris County, Texas",2344,330,1996,354,185,131,118,85,324,157
1400000US48201410802,"Census Tract 4108.02, Harris County, Texas",1541,229,1345,206,70,72,150,118,145,138
1400000US48201410900,"Census Tract 4109, Harris County, Texas",3225,717,2544,578,116,158,551,358,557,306
1400000US48201411001,"Census Tract 4110.01, Harris County, Texas",2077,552,1947,546,0,14,146,106,155,113
1400000US48201411002,"Census Tract 4110.02, Harris County, Texas",2174,324,1540,345,95,85,532,214,146,115
1400000US48201411003,"Census Tract 4110.03, Harris County, Texas",1692,397,1114,392,73,111,577,274,118,127
1400000US48201411100,"Census Tract 4111, Harris County, Texas",3589,465,2859,423,129,176,558,226,382,175
1400000US48201411200,"Census Tract 4112, Harris County, Texas",1841,271,1696,274,0,14,132,114,159,134
1400000US48201411301,"Census Tract 4113.01, Harris County, Texas",2199,340,1709,333,213,166,271,176,127,114
1400000US48201411302,"Census Tract 4113.02, Harris County, Texas",2442,425,1839,409,94,118,467,212,503,259
1400000US48201411400,"Census Tract 4114, Harris County, Texas",2823,562,2613,574,22,23,44,64,531,385
1400000US48201411503,"Census Tract 4115.03, Harris County, Texas",2967,497,2359,539,27,48,572,288,457,230
1400000US48201411504,"Census Tract 4115.04, Harris County, Texas",2018,531,1597,488,344,310,113,108,740,458
1400000US48201411505,"Census Tract 4115.05, Harris County, Texas",3211,559,2308,693,502,366,388,269,134,101
1400000US48201411506,"Census Tract 4115.06, Harris County, Texas",2309,661,1344,446,159,144,709,448,141,165
1400000US48201411507,"Census Tract 4115.07, Harris County, Texas",1998,533,1381,519,18,31,579,377,212,182
1400000US48201411600,"Census Tract 4116, Harris County, Texas",2803,540,2429,552,260,162,125,93,148,87
1400000US48201411700,"Census Tract 4117, Harris County, Texas",3018,350,2020,331,478,218,487,210,486,166
1400000US48201411801,"Census Tract 4118.01, Harris County, Texas",3653,1077,2957,1097,88,114,620,303,466,270
1400000US48201411802,"Census Tract 4118.02, Harris County, Texas",2199,351,1850,376,158,106,225,143,336,282
1400000US48201411901,"Census Tract 4119.01, Harris County, Texas",1988,658,1894,649,23,26,116,77,106,74
1400000US48201411902,"Census Tract 4119.02, Harris County, Texas",1807,423,1379,388,102,126,227,146,166,153
1400000US48201412000,"Census Tract 4120, Harris County, Texas",3920,419,3446,398,98,101,538,231,244,98
1400000US48201412201,"Census Tract 4122.01, Harris County, Texas",2434,347,1710,297,106,125,772,339,323,269
1400000US48201412202,"Census Tract 4122.02, Harris County, Texas",3791,829,3008,861,160,154,711,282,356,228
1400000US48201412300,"Census Tract 4123, Harris County, Texas",6952,685,6025,740,65,66,1154,405,627,266
1400000US48201412400,"Census Tract 4124, Harris County, Texas",4399,413,3805,391,84,99,640,221,136,108
1400000US48201412500,"Census Tract 4125, Harris County, Texas",1480,178,1154,161,65,51,279,105,119,54
1400000US48201412600,"Census Tract 4126, Harris County, Texas",3726,512,2959,524,56,84,795,241,260,142
1400000US48201412700,"Census Tract 4127, Harris County, Texas",3192,425,2382,377,127,95,833,282,441,150
1400000US48201412800,"Census Tract 4128, Harris County, Texas",5089,661,4008,679,113,176,1067,231,285,76
1400000US48201412901,"Census Tract 4129.01, Harris County, Texas",1728,675,1163,511,568,484,130,102,392,298
1400000US48201412902,"Census Tract 4129.02, Harris County, Texas",2706,632,1663,571,312,189,431,280,809,593
1400000US48201413000,"Census Tract 4130, Harris County, Texas",3539,557,2453,384,397,393,731,212,375,187
1400000US48201413100,"Census Tract 4131, Harris County, Texas",3063,496,2477,476,111,149,502,195,303,145
1400000US48201413203,"Census Tract 4132.03, Harris County, Texas",1980,415,1497,416,39,36,455,203,287,193
1400000US48201413204,"Census Tract 4132.04, Harris County, Texas",821,191,472,140,100,93,127,63,241,161
1400000US48201413205,"Census Tract 4132.05, Harris County, Texas",1492,236,1061,223,19,20,279,175,311,125
1400000US48201413206,"Census Tract 4132.06, Harris County, Texas",2287,449,1505,426,217,155,661,271,150,88
1400000US48201413301,"Census Tract 4133.01, Harris County, Texas",4634,693,2323,528,1446,514,840,287,232,215
1400000US48201413302,"Census Tract 4133.02, Harris County, Texas",3727,604,2490,375,340,471,841,429,293,206
1400000US48201420100,"Census Tract 4201, Harris County, Texas",2937,708,1241,496,852,439,361,168,1290,553
1400000US48201420200,"Census Tract 4202, Harris County, Texas",2713,520,1346,362,398,281,378,253,1293,363
1400000US48201420300,"Census Tract 4203, Harris County, Texas",3867,677,2932,727,844,378,206,185,973,669
1400000US48201420400,"Census Tract 4204, Harris County, Texas",3455,699,2701,737,481,277,169,95,687,434
1400000US48201420500,"Census Tract 4205, Harris County, Texas",3814,772,1649,573,771,372,111,127,2965,804
1400000US48201420600,"Census Tract 4206, Harris County, Texas",2455,377,1663,240,394,334,383,181,493,163
1400000US48201420700,"Census Tract 4207, Harris County, Texas",2414,294,2002,336,188,150,238,52,296,157
1400000US48201420800,"Census Tract 4208, Harris County, Texas",2522,437,1895,458,59,67,628,172,190,128
1400000US48201420900,"Census Tract 4209, Harris County, Texas",6220,664,4791,698,151,227,1307,301,621,340
1400000US48201421000,"Census Tract 4210, Harris County, Texas",2861,406,2027,335,120,98,731,325,341,192
1400000US48201421101,"Census Tract 4211.01, Harris County, Texas",2412,272,1266,223,338,134,510,228,1235,233
1400000US48201421103,"Census Tract 4211.03, Harris County, Texas",1343,257,580,261,379,172,31,38,675,220
1400000US48201421104,"Census Tract 4211.04, Harris County, Texas",4283,1165,2853,1204,226,183,1,3,4023,1165
1400000US48201421203,"Census Tract 4212.03, Harris County, Texas",2240,772,1305,758,514,205,170,91,1493,746
1400000US48201421204,"Census Tract 4212.04, Harris County, Texas",4176,675,1774,551,768,368,45,61,2987,573
1400000US48201421205,"Census Tract 4212.05, Harris County, Texas",2984,589,1739,581,193,141,0,14,2675,558
1400000US48201421206,"Census Tract 4212.06, Harris County, Texas",2261,786,1442,779,125,123,47,73,2110,788
1400000US48201421301,"Census Tract 4213.01, Harris County, Texas",3434,859,1766,1033,632,438,144,224,2608,970
1400000US48201421302,"Census Tract 4213.02, Harris County, Texas",6100,2085,1387,859,2610,1960,1898,806,776,398
1400000US48201421401,"Census Tract 4214.01, Harris County, Texas",4052,533,1702,393,942,437,345,192,2386,506
1400000US48201421402,"Census Tract 4214.02, Harris County, Texas",3636,580,1967,538,281,170,119,112,3288,619
1400000US48201421403,"Census Tract 4214.03, Harris County, Texas",4482,565,2372,438,530,318,172,166,3655,548
1400000US48201421501,"Census Tract 4215.01, Harris County, Texas",4182,894,2341,697,597,674,651,404,2613,883
1400000US48201421502,"Census Tract 4215.02, Harris County, Texas",2579,492,707,383,867,346,441,306,1222,435
1400000US48201421601,"Census Tract 4216.01, Harris County, Texas",3603,1282,1173,544,1761,1311,16,28,1831,581
1400000US48201421602,"Census Tract 4216.02, Harris County, Texas",3312,564,2607,690,41,50,127,96,2490,544
1400000US48201421700,"Census Tract 4217, Harris County, Texas",4613,623,2985,441,418,272,844,468,1755,328
1400000US48201421801,"Census Tract 4218.01, Harris County, Texas",2289,678,1444,745,649,328,42,101,988,364
1400000US48201421802,"Census Tract 4218.02, Harris County, Texas",1856,379,1549,366,222,167,179,154,166,133
1400000US48201421900,"Census Tract 4219, Harris County, Texas",2709,510,2330,512,49,68,353,182,207,146
1400000US48201422000,"Census Tract 4220, Harris County, Texas",2340,367,1820,361,93,91,349,192,420,286
1400000US48201422100,"Census Tract 4221, Harris County, Texas",5670,957,3847,883,1051,413,98,71,2506,735
1400000US48201422200,"Census Tract 4222, Harris County, Texas",5503,680,841,349,3602,622,79,79,1640,447
1400000US48201422302,"Census Tract 4223.02, Harris County, Texas",1909,340,807,281,1120,339,15,21,360,101
1400000US48201422303,"Census Tract 4223.03, Harris County, Texas",2457,627,152,147,2211,611,0,14,148,211
1400000US48201422304,"Census Tract 4223.04, Harris County, Texas",3293,896,754,751,891,575,0,14,2377,1043
1400000US48201422403,"Census Tract 4224.03, Harris County, Texas",2814,389,1735,394,279,250,99,95,1478,377
1400000US48201422404,"Census Tract 4224.04, Harris County, Texas",3039,548,1870,407,305,321,0,14,2700,548
1400000US48201422405,"Census Tract 4224.05, Harris County, Texas",1564,341,409,306,763,235,270,136,282,218
1400000US48201422406,"Census Tract 4224.06, Harris County, Texas",2936,721,1226,565,1360,594,39,38,1282,367
1400000US48201422501,"Census Tract 4225.01, Harris County, Texas",3063,752,1451,621,247,268,255,162,1178,593
1400000US48201422502,"Census Tract 4225.02, Harris County, Texas",3487,746,1718,479,754,379,12,23,1664,601
1400000US48201422601,"Census Tract 4226.01, Harris County, Texas",3521,535,1770,737,264,176,307,331,2263,634
1400000US48201422602,"Census Tract 4226.02, Harris County, Texas",2629,793,2222,799,64,73,89,71,1576,789
1400000US48201422701,"Census Tract 4227.01, Harris County, Texas",5166,794,3300,792,312,227,318,195,4095,938
1400000US48201422702,"Census Tract 4227.02, Harris County, Texas",3170,527,2350,490,5,7,189,163,2011,445
1400000US48201422800,"Census Tract 4228, Harris County, Texas",5426,961,3299,885,1060,467,298,125,3114,875
1400000US48201422900,"Census Tract 4229, Harris County, Texas",2919,475,1895,483,250,102,237,155,2061,447
1400000US48201423001,"Census Tract 4230.01, Harris County, Texas",3425,594,1978,517,417,298,895,553,1566,309
1400000US48201423002,"Census Tract 4230.02, Harris County, Texas",2987,453,1700,548,484,364,83,79,2460,477
1400000US48201423100,"Census Tract 4231, Harris County, Texas",2482,501,1068,413,525,234,0,14,1984,519
1400000US48201423201,"Census Tract 4232.01, Harris County, Texas",2931,378,2077,482,502,451,103,114,1763,365
1400000US48201423203,"Census Tract 4232.03, Harris County, Texas",2260,572,1003,653,1125,555,65,123,1114,566
1400000US48201423204,"Census Tract 4232.04, Harris County, Texas",4432,901,1762,792,699,371,0,14,3328,1025
1400000US48201423301,"Census Tract 4233.01, Harris County, Texas",4561,776,1947,338,1908,737,178,157,1212,300
1400000US48201423303,"Census Tract 4233.03, Harris County, Texas",1249,433,463,324,645,240,107,172,194,265
1400000US48201423304,"Census Tract 4233.04, Harris County, Texas",3792,546,1035,501,1867,550,263,156,1068,466
1400000US48201423401,"Census Tract 4234.01, Harris County, Texas",5402,666,1253,292,2838,750,280,271,1366,551
1400000US48201423402,"Census Tract 4234.02, Harris County, Texas",4798,593,706,287,2837,607,749,225,1093,252
1400000US48201423500,"Census Tract 4235, Harris County, Texas",2082,276,1084,223,459,227,214,114,620,169
1400000US48201423600,"Census Tract 4236, Harris County, Texas",6590,901,2410,893,3302,778,231,236,2488,778
1400000US48201430101,"Census Tract 4301.01, Harris County, Texas",3363,699,2408,339,226,144,770,661,623,299
1400000US48201430102,"Census Tract 4301.02, Harris County, Texas",2580,744,2149,695,389,458,33,34,614,288
1400000US48201430200,"Census Tract 4302, Harris County, Texas",1497,187,1248,165,24,24,68,48,416,167
1400000US48201430300,"Census Tract 4303, Harris County, Texas",4397,29,4178,141,0,14,129,90,229,159
1400000US48201430400,"Census Tract 4304, Harris County, Texas",3144,29,2772,101,22,19,371,107,159,87
1400000US48201430500,"Census Tract 4305, Harris County, Texas",2343,378,1856,395,12,14,572,190,278,111
1400000US48201430600,"Census Tract 4306, Harris County, Texas",3835,31,3366,128,17,22,467,131,264,131
1400000US48201430700,"Census Tract 4307, Harris County, Texas",3937,618,2963,625,180,118,814,223,1040,461
1400000US48201430800,"Census Tract 4308, Harris County, Texas",6725,758,4970,815,195,137,1515,467,795,377
1400000US48201430900,"Census Tract 4309, Harris County, Texas",5368,856,3959,579,197,168,1172,597,776,408
1400000US48201431001,"Census Tract 4310.01, Harris County, Texas",2214,281,1818,198,118,117,120,139,297,224
1400000US48201431002,"Census Tract 4310.02, Harris County, Texas",3196,905,2847,908,79,59,264,241,148,78
